Key,Date,Locations,C&F Agent,Division,SKU,Sales,OpeningStock,Receipts,Forecast,SellingPrice
38749AHMEDABAD AGENT 2PROD E,Feb-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD E,3620,5560,2880,4231,10.35
38777AHMEDABAD AGENT 2PROD E,Mar-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD E,1935,4820,2700,1629,10.35
38808AHMEDABAD AGENT 2PROD E,Apr-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD E,6420,5585,8640,9409,10.35
38838AHMEDABAD AGENT 2PROD E,May-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD E,3600,7805,3600,5870,10.35
38869AHMEDABAD AGENT 2PROD E,Jun-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD E,2955,7805,0,2540,10.35
38899AHMEDABAD AGENT 2PROD E,Jul-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD E,3025,4685,0,3687,10.43
38930AHMEDABAD AGENT 2PROD E,Aug-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD E,3435,1660,2340,3054,10.43
38961AHMEDABAD AGENT 2PROD E,Sep-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD E,3345,565,5040,4209,10.43
38991AHMEDABAD AGENT 2PROD E,Oct-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD E,3720,2260,4140,3858,10.43
39022AHMEDABAD AGENT 2PROD E,Nov-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD E,3270,2680,5400,3854,10.43
39052AHMEDABAD AGENT 2PROD E,Dec-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPASF,PROD E,3240,4810,0,4508,10.43
37987AHMEDABAD AGENT 1PROD E,Jan-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,2520,1965,3780,4373,
38018AHMEDABAD AGENT 1PROD E,Feb-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,2520,3225,1890,5333,
38047AHMEDABAD AGENT 1PROD E,Mar-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,1395,2595,5460,3885,
38078AHMEDABAD AGENT 1PROD E,Apr-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,16095,6660,13860,32000,9
38108AHMEDABAD AGENT 1PROD E,May-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,9120,4425,9000,20550,9
38139AHMEDABAD AGENT 1PROD E,Jun-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,7110,4274,13860,20822,9
38169AHMEDABAD AGENT 1PROD E,Jul-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,3495,11024,3600,9068,9
38200AHMEDABAD AGENT 1PROD E,Aug-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,4665,7529,2805,7570,9
38231AHMEDABAD AGENT 1PROD E,Sep-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,3735,5669,4500,5346,9
38261AHMEDABAD AGENT 1PROD E,Oct-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,2340,6434,1800,4175,9
38292AHMEDABAD AGENT 1PROD E,Nov-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,2310,5805,0,4675,9
38322AHMEDABAD AGENT 1PROD E,Dec-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,3735,3495,8910,3037,10.26
38353AHMEDABAD AGENT 1PROD E,Jan-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,1905,6285,4500,2496,10.26
38384AHMEDABAD AGENT 1PROD E,Feb-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,1575,4080,0,2860,10.26
38412AHMEDABAD AGENT 1PROD E,Mar-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,675,2505,8640,2786,10.26
38443AHMEDABAD AGENT 1PROD E,Apr-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,14730,10110,16560,18509,10.35
38473AHMEDABAD AGENT 1PROD E,May-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,8835,11940,10800,10921,10.35
38504AHMEDABAD AGENT 1PROD E,Jun-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,5130,13905,4500,11575,10.35
38534AHMEDABAD AGENT 1PROD E,Jul-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,1650,13275,0,4791,10.35
38565AHMEDABAD AGENT 1PROD E,Aug-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,2445,11610,0,3240,10.35
38596AHMEDABAD AGENT 1PROD E,Sep-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,2040,9165,0,2900,10.35
38626AHMEDABAD AGENT 1PROD E,Oct-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,2250,7125,15,4474,10.35
38657AHMEDABAD AGENT 1PROD E,Nov-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,2325,4890,0,3124,10.35
38687AHMEDABAD AGENT 1PROD E,Dec-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,2430,2565,2160,3680,10.35
38718AHMEDABAD AGENT 1PROD E,Jan-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,2550,2295,1620,2700,10.35
38749AHMEDABAD AGENT 1PROD E,Feb-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,2520,1365,3780,2500,10.35
38777AHMEDABAD AGENT 1PROD E,Mar-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,1725,2625,6690,3618,10.35
38808AHMEDABAD AGENT 1PROD E,Apr-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,6810,7590,11340,14522,10.35
38838AHMEDABAD AGENT 1PROD E,May-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,9360,12120,3600,10251,10.35
38869AHMEDABAD AGENT 1PROD E,Jun-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,3030,6360,180,5325,10.35
38899AHMEDABAD AGENT 1PROD E,Jul-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,2595,3510,0,2629,10.35
38930AHMEDABAD AGENT 1PROD E,Aug-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,2250,915,4140,2215,10.43
38961AHMEDABAD AGENT 1PROD E,Sep-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,2955,2805,360,2580,10.43
38991AHMEDABAD AGENT 1PROD E,Oct-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,2355,210,3240,2541,10.43
39022AHMEDABAD AGENT 1PROD E,Nov-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,3000,1095,4860,3299,10.43
39052AHMEDABAD AGENT 1PROD E,Dec-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPASF,PROD E,3330,2955,1980,3177,10.43
37987AMBALA AGENT 1PROD E,Jan-04,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,3060,990,2340,1588,
38018AMBALA AGENT 1PROD E,Feb-04,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,2850,450,5940,1637,
38047AMBALA AGENT 1PROD E,Mar-04,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,6780,3540,3240,4700,
38078AMBALA AGENT 1PROD E,Apr-04,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,18180,0,27720,31072,9
38108AMBALA AGENT 1PROD E,May-04,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,15255,5760,9540,23766,9
38139AMBALA AGENT 1PROD E,Jun-04,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,10125,45,10080,22444,9
38169AMBALA AGENT 1PROD E,Jul-04,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,2430,0,4140,6318,9
38200AMBALA AGENT 1PROD E,Aug-04,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,1185,1710,2340,4544,9
38231AMBALA AGENT 1PROD E,Sep-04,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,2985,2805,180,2105,9
38261AMBALA AGENT 1PROD E,Oct-04,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,2610,0,4680,3074,10.26
38292AMBALA AGENT 1PROD E,Nov-04,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,1290,2070,900,3023,10.26
38322AMBALA AGENT 1PROD E,Dec-04,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,885,1680,2130,1964,10.26
38353AMBALA AGENT 1PROD E,Jan-05,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,1200,2925,1800,2050,10.26
38384AMBALA AGENT 1PROD E,Feb-05,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,990,3525,0,1552,10.26
38412AMBALA AGENT 1PROD E,Mar-05,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,1050,2535,9900,1591,10.26
38443AMBALA AGENT 1PROD E,Apr-05,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,11070,11385,12600,20907,10.35
38473AMBALA AGENT 1PROD E,May-05,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,9840,11115,14940,15199,10.35
38504AMBALA AGENT 1PROD E,Jun-05,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,9580,16215,8100,9441,10.35
38534AMBALA AGENT 1PROD E,Jul-05,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,3900,13835,0,6084,10.35
38565AMBALA AGENT 1PROD E,Aug-05,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,2440,9935,0,4672,10.35
38596AMBALA AGENT 1PROD E,Sep-05,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,5445,7495,2790,4437,10.35
38626AMBALA AGENT 1PROD E,Oct-05,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,4620,4840,2340,5009,10.35
38657AMBALA AGENT 1PROD E,Nov-05,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,2820,2560,1800,2914,10.35
38687AMBALA AGENT 1PROD E,Dec-05,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,1080,1540,3780,3236,10.35
38718AMBALA AGENT 1PROD E,Jan-06,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,1890,4240,4320,4627,10.35
38749AMBALA AGENT 1PROD E,Feb-06,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,1501,6670,0,3308,10.35
38777AMBALA AGENT 1PROD E,Mar-06,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,1800,5169,2880,1692,10.35
38808AMBALA AGENT 1PROD E,Apr-06,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,8634,6249,10620,12617,10.35
38838AMBALA AGENT 1PROD E,May-06,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,8776,8055,7785,10484,10.35
38869AMBALA AGENT 1PROD E,Jun-06,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,8505,7064,4140,11878,10.35
38899AMBALA AGENT 1PROD E,Jul-06,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,3405,2699,2160,4083,10.43
38930AMBALA AGENT 1PROD E,Aug-06,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,3285,1454,5400,2832,10.43
38961AMBALA AGENT 1PROD E,Sep-06,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,3675,3569,1800,5154,10.43
38991AMBALA AGENT 1PROD E,Oct-06,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,3615,1334,6480,4843,10.43
39022AMBALA AGENT 1PROD E,Nov-06,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,3545,3839,4320,3196,10.43
39052AMBALA AGENT 1PROD E,Dec-06,AMBALA BRANCH,AMBALA AGENT 1,CPASF,PROD E,2475,4074,0,1563,10.43
37987BANGALORE AGENT 1PROD E,Jan-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,4635,2475,2160,3040,
38018BANGALORE AGENT 1PROD E,Feb-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,8610,0,12030,3133,
38047BANGALORE AGENT 1PROD E,Mar-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,4110,3420,5130,4150,
38078BANGALORE AGENT 1PROD E,Apr-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,9285,4440,9000,13000,9
38108BANGALORE AGENT 1PROD E,May-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,6045,4155,1890,12124,9
38139BANGALORE AGENT 1PROD E,Jun-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,5400,0,5400,10400,9
38169BANGALORE AGENT 1PROD E,Jul-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,10185,0,11880,9872,9
38200BANGALORE AGENT 1PROD E,Aug-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,5025,1695,9026,8178,9
38231BANGALORE AGENT 1PROD E,Sep-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,7560,5696,1980,5233,9
38261BANGALORE AGENT 1PROD E,Oct-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,3465,116,6840,2608,10.26
38292BANGALORE AGENT 1PROD E,Nov-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,4560,3491,10800,10462,10.26
38322BANGALORE AGENT 1PROD E,Dec-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,6450,9731,3240,6796,10.26
38353BANGALORE AGENT 1PROD E,Jan-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,5595,6521,2915,4474,10.26
38384BANGALORE AGENT 1PROD E,Feb-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,4905,3841,7200,6400,10.26
38412BANGALORE AGENT 1PROD E,Mar-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,3585,6136,6660,4666,10.26
38443BANGALORE AGENT 1PROD E,Apr-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,7410,9211,4519,10522,10.35
38473BANGALORE AGENT 1PROD E,May-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,5880,6320,12240,10129,10.35
38504BANGALORE AGENT 1PROD E,Jun-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,6225,12680,4500,9224,10.35
38534BANGALORE AGENT 1PROD E,Jul-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,9615,10955,0,6819,10.35
38565BANGALORE AGENT 1PROD E,Aug-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,5655,1340,10080,4702,10.35
38596BANGALORE AGENT 1PROD E,Sep-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,4410,5765,9000,7708,10.35
38626BANGALORE AGENT 1PROD E,Oct-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,4765,10355,0,5760,10.35
38657BANGALORE AGENT 1PROD E,Nov-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,4680,5590,900,6260,10.35
38687BANGALORE AGENT 1PROD E,Dec-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,5940,1810,9915,6447,10.35
38718BANGALORE AGENT 1PROD E,Jan-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,6000,5785,4545,6500,10.35
38749BANGALORE AGENT 1PROD E,Feb-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,5370,4330,5745,4872,10.35
38777BANGALORE AGENT 1PROD E,Mar-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,2430,4705,4680,4623,10.35
38808BANGALORE AGENT 1PROD E,Apr-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,5640,6955,4680,5955,10.35
38838BANGALORE AGENT 1PROD E,May-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,4350,5995,4500,7161,10.35
38869BANGALORE AGENT 1PROD E,Jun-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,5610,6145,0,7498,10.35
38899BANGALORE AGENT 1PROD E,Jul-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,3180,490,2700,8907,10.43
38930BANGALORE AGENT 1PROD E,Aug-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,5850,10,12465,5387,10.43
38961BANGALORE AGENT 1PROD E,Sep-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,2460,6625,0,4356,10.43
38991BANGALORE AGENT 1PROD E,Oct-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,3150,4060,4530,3651,10.43
39022BANGALORE AGENT 1PROD E,Nov-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,4760,3460,6840,4507,10.43
39052BANGALORE AGENT 1PROD E,Dec-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPASF,PROD E,4965,5540,0,5906,10.43
38749BANGALORE AGENT 2PROD E,Feb-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPASF,PROD E,255,0,720,500,10.35
38777BANGALORE AGENT 2PROD E,Mar-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPASF,PROD E,1335,465,1980,819,10.35
38808BANGALORE AGENT 2PROD E,Apr-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPASF,PROD E,1605,1110,720,2092,10.35
38838BANGALORE AGENT 2PROD E,May-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPASF,PROD E,2100,225,2520,1522,10.35
38869BANGALORE AGENT 2PROD E,Jun-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPASF,PROD E,645,645,0,171,10.35
38899BANGALORE AGENT 2PROD E,Jul-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPASF,PROD E,2295,0,2340,213,10.43
38930BANGALORE AGENT 2PROD E,Aug-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPASF,PROD E,1470,45,3600,1450,10.43
38961BANGALORE AGENT 2PROD E,Sep-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPASF,PROD E,1725,2175,1110,1868,10.43
38991BANGALORE AGENT 2PROD E,Oct-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPASF,PROD E,1680,1560,1800,1156,10.43
39022BANGALORE AGENT 2PROD E,Nov-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPASF,PROD E,1650,1680,1080,1638,10.43
39052BANGALORE AGENT 2PROD E,Dec-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPASF,PROD E,1110,1110,0,1764,10.43
37987CALCUTTA AGENT 2PROD E,Jan-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,17490,5844,15993,12172,
38018CALCUTTA AGENT 2PROD E,Feb-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,12450,4347,8820,12544,
38047CALCUTTA AGENT 2PROD E,Mar-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,9432,717,12060,12634,
38078CALCUTTA AGENT 2PROD E,Apr-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,27540,2085,30060,58652,9
38108CALCUTTA AGENT 2PROD E,May-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,22155,2805,48780,48100,9
38139CALCUTTA AGENT 2PROD E,Jun-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,55305,29430,27360,54116,9
38169CALCUTTA AGENT 2PROD E,Jul-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,9240,1485,19080,37710,9
38200CALCUTTA AGENT 2PROD E,Aug-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,16185,11325,15300,32378,9
38231CALCUTTA AGENT 2PROD E,Sep-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,15760,10440,11880,19000,9
38261CALCUTTA AGENT 2PROD E,Oct-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,20295,6560,21420,18000,10.26
38292CALCUTTA AGENT 2PROD E,Nov-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,11310,7685,16560,22462,10.26
38322CALCUTTA AGENT 2PROD E,Dec-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,11404,12935,6315,14592,10.26
38353CALCUTTA AGENT 2PROD E,Jan-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,25992,7846,22110,14006,10.26
38384CALCUTTA AGENT 2PROD E,Feb-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,10496,3964,21780,14550,10.26
38412CALCUTTA AGENT 2PROD E,Mar-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,7710,15248,14280,14164,10.26
38443CALCUTTA AGENT 2PROD E,Apr-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,20085,21818,16380,31636,10.35
38473CALCUTTA AGENT 2PROD E,May-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,19665,18008,29340,35202,10.35
38504CALCUTTA AGENT 2PROD E,Jun-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,25880,27683,8100,36000,10.35
38534CALCUTTA AGENT 2PROD E,Jul-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,19380,9903,9630,19970,10.35
38565CALCUTTA AGENT 2PROD E,Aug-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,21070,3,33480,15949,10.35
38596CALCUTTA AGENT 2PROD E,Sep-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,17540,12413,16200,17538,10.35
38626CALCUTTA AGENT 2PROD E,Oct-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,23880,1173,32940,19191,10.35
38657CALCUTTA AGENT 2PROD E,Nov-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,14055,10233,9900,15970,10.35
38687CALCUTTA AGENT 2PROD E,Dec-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,11655,5898,21795,13756,10.35
38718CALCUTTA AGENT 2PROD E,Jan-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPASF,PROD E,18280,15858,14040,23540,10.35
